TIME,TEMP_2m,TEMP_21m,PER90_2m,PER90_21m
2016-03-18,19.1754169464111,19.1427822113037,18.6892757415771,18.3715648651123
2016-03-19,19.3662490844727,19.3214740753174,18.6547203063965,18.3445739746094
2016-03-20,19.2937507629395,19.410213470459,18.631778717041,18.3132343292236
2016-03-21,19.7868995666504,19.6672992706299,18.5786037445068,18.2828216552734
2016-03-22,19.7570838928223,19.3250408172607,18.540548324585,18.242374420166
2016-03-23,19.577917098999,19.5587787628174,18.511266708374,18.1980514526367
2016-03-24,19.3141670227051,19.0334053039551,18.4588642120361,18.1654071807861
2016-03-25,19.1258335113525,19.0068836212158,18.4387493133545,18.1438751220703
2016-03-26,18.9904174804688,18.9616260528564,18.405912399292,18.1108245849609
2016-03-27,18.9500007629395,18.8658008575439,18.361536026001,18.0907020568848
2016-03-28,18.9479160308838,18.7029800415039,18.3239593505859,18.0767822265625
2016-03-29,19.4575004577637,19.0201072692871,18.2963390350342,18.0577945709229
2016-03-30,19.1195831298828,18.366247177124,18.2631587982178,18.0420532226562
2016-03-31,19.0429172515869,18.5596218109131,18.2379302978516,18.0263557434082
2016-04-01,18.7579174041748,18.5287628173828,18.1653957366943,17.9960594177246
2016-04-02,18.4825000762939,18.4934158325195,18.0984134674072,17.9275398254395
2016-04-03,18.345832824707,18.1938419342041,18.0685367584229,17.8558082580566
2016-04-04,18.8500003814697,18.7251300811768,18.0191307067871,17.8182048797607
2016-04-05,18.7783336639404,18.7397651672363,17.971658706665,17.7507877349854
2016-04-06,18.4333343505859,18.2970294952393,17.9354190826416,17.6800785064697
2016-04-07,18.3341674804688,18.303092956543,17.878454208374,17.6130313873291
2016-04-08,18.2891674041748,18.2723369598389,17.8312072753906,17.5512790679932
2016-04-09,18.1987495422363,18.2101249694824,17.7657375335693,17.5063152313232
2016-04-10,18.0870838165283,18.0990676879883,17.696813583374,17.4517230987549
2016-04-11,18.0395832061768,18.027717590332,17.6518802642822,17.4205837249756
2016-04-12,18.0216674804688,18.0293140411377,17.6044731140137,17.3859119415283
2016-04-13,18.0754165649414,18.0699272155762,17.5830307006836,17.3381690979004
2016-04-14,17.8983325958252,17.7571620941162,17.5491542816162,17.2952919006348
2016-04-15,17.8562507629395,17.7750453948975,17.5112552642822,17.2553272247314
2016-04-16,17.7837505340576,17.6727180480957,17.4578800201416,17.2092990875244
2016-04-17,17.6749992370605,17.6914443969727,17.3947448730469,17.1559371948242
2016-04-18,17.812084197998,17.7364654541016,17.3513641357422,17.1018829345703
2016-04-19,18.0529174804688,17.9635143280029,17.297492980957,17.0485343933105
2016-04-20,18.030834197998,17.8394947052002,17.2368144989014,16.9974613189697
2016-04-21,18.1779174804688,18.163236618042,17.1975250244141,16.9571361541748
2016-04-22,18.0379161834717,18.0245685577393,17.1452217102051,16.9138946533203
2016-04-23,17.9237499237061,17.892427444458,17.0953960418701,16.8771800994873
2016-04-24,17.8254165649414,17.8007068634033,17.046817779541,16.8402576446533
2016-04-25,17.8341674804688,17.8060321807861,16.993932723999,16.803918838501
2016-04-26,17.8454170227051,17.7454357147217,16.929615020752,16.7638874053955
2016-04-27,17.8037490844727,17.7248706817627,16.8896408081055,16.7052574157715
2016-04-28,17.5778007507324,17.573299407959,16.8324375152588,16.6693496704102
2016-04-29,17.4937496185303,17.4182872772217,16.7820835113525,16.6171360015869
2016-04-30,17.4433326721191,17.4307918548584,16.7358417510986,16.5666255950928
2016-05-01,17.4445838928223,999999,16.6735553741455,16.5005168914795
2016-05-02,16.9854164123535,16.9381427764893,16.6208267211914,16.4459114074707
2016-05-03,16.6504344940186,999999,16.5702571868896,16.4034996032715
