TIME,TEMP 2m,TEMP 21m,PER90 2m,PER90 21m
2016-04-05 12:00:00,18.77833366394043,18.739765167236328,17.97165870666504,17.75078773498535
2016-04-06 12:00:00,18.433334350585938,18.297029495239258,17.9354190826416,17.680078506469727
2016-04-07 12:00:00,18.33416748046875,18.30309295654297,17.878454208374023,17.6130313873291
2016-04-08 12:00:00,18.289167404174805,18.272336959838867,17.831207275390625,17.551279067993164
2016-04-09 12:00:00,18.198749542236328,18.210124969482422,17.765737533569336,17.506315231323242
2016-04-10 12:00:00,18.08708381652832,18.09906768798828,17.696813583374023,17.451723098754883
2016-04-11 12:00:00,18.039583206176758,18.02771759033203,17.651880264282227,17.420583724975586
2016-04-12 12:00:00,18.02166748046875,18.029314041137695,17.604473114013672,17.38591194152832
2016-04-13 12:00:00,18.075416564941406,18.069927215576172,17.583030700683594,17.33816909790039
2016-04-14 12:00:00,17.898332595825195,17.75716209411621,17.54915428161621,17.295291900634766
2016-04-15 12:00:00,17.856250762939453,17.77504539489746,17.511255264282227,17.255327224731445
2016-04-16 12:00:00,17.783750534057617,17.672718048095703,17.4578800201416,17.209299087524414
2016-04-17 12:00:00,17.674999237060547,17.691444396972656,17.394744873046875,17.15593719482422
2016-04-18 12:00:00,17.812084197998047,17.736465454101562,17.351364135742188,17.101882934570312
2016-04-19 12:00:00,18.05291748046875,17.96351432800293,17.29749298095703,17.048534393310547
2016-04-20 12:00:00,18.030834197998047,17.839494705200195,17.236814498901367,16.997461318969727
2016-04-21 12:00:00,18.17791748046875,18.163236618041992,17.197525024414062,16.957136154174805
2016-04-22 12:00:00,18.03791618347168,18.024568557739258,17.145221710205078,16.913894653320312
2016-04-23 12:00:00,17.923749923706055,17.892427444458008,17.095396041870117,16.877180099487305
2016-04-24 12:00:00,17.825416564941406,17.80070686340332,17.046817779541016,16.84025764465332
2016-04-25 12:00:00,17.83416748046875,17.806032180786133,16.993932723999023,16.803918838500977
2016-04-26 12:00:00,17.845417022705078,17.74543571472168,16.929615020751953,16.763887405395508
2016-04-27 12:00:00,17.803749084472656,17.724870681762695,16.88964080810547,16.705257415771484
2016-04-28 12:00:00,17.577800750732422,17.573299407958984,16.83243751525879,16.669349670410156
2016-04-29 12:00:00,17.493749618530273,17.41828727722168,16.78208351135254,16.617136001586914
2016-04-30 12:00:00,17.44333267211914,17.4307918548584,16.735841751098633,16.566625595092773
2016-05-01 12:00:00,17.444583892822266,,16.673555374145508,16.500516891479492
2016-05-02 12:00:00,16.985416412353516,16.938142776489258,16.620826721191406,16.445911407470703
2016-05-03 12:00:00,16.650434494018555,,16.57025718688965,16.403499603271484
