"","TIME","TEMP","TEMP_INTERP","TEMP_HEAT_SPIKE","TEMP_COLD_SPIKE","TEMP_EXTREME_INDEX","TEMP_PER10","TEMP_PER50","TEMP_PER90","TEMP_MEAN","MHW_EVENT_NUMBER","MHW_EVENT_CAT","MCS_EVENT_NUMBER","MCS_EVENT_CAT","MHW_EVENT_DURATION","MHW_EVENT_ONSET_RATE","MHW_EVENT_DECLINE_RATE","MCS_EVENT_DURATION","MCS_EVENT_ONSET_RATE","MCS_EVENT_DECLINE_RATE","MHW_EVENT_INTENSITY_MEAN","MHW_EVENT_INTENSITY_MAX","MHW_EVENT_INTENSITY_VAR","MHW_EVENT_INTENSITY_CUMULATIVE","MHW_EVENT_INTENSITY_MEAN_RELPERC","MHW_EVENT_INTENSITY_MAX_RELPERC","MHW_EVENT_INTENSITY_VAR_RELPERC","MHW_EVENT_INTENSITY_CUMULATIVE_RELPERC","MCS_EVENT_INTENSITY_MEAN","MCS_EVENT_INTENSITY_MAX","MCS_EVENT_INTENSITY_VAR","MCS_EVENT_INTENSITY_CUMULATIVE","MCS_EVENT_INTENSITY_MEAN_RELPERC","MCS_EVENT_INTENSITY_MAX_RELPERC","MCS_EVENT_INTENSITY_VAR_RELPERC","MCS_EVENT_INTENSITY_CUMULATIVE_RELPERC"
"75",2013-10-22,NA,19.5688762664795,19.5688762664795,NA,12,16.2560802459717,17.5892879486084,19.1399913787842,17.6992130279541,14,2,0,0,8,2.95900011062622,0.26800000667572,0,0,0,2.277,2.959,0.441,18.214,0.832,1.494,0.434,6.656,0,0,0,0,0,0,0,0
"76",2013-10-23,19.621265411377,19.621265411377,19.621265411377,NA,12,16.280891418457,17.6162952423096,19.1592350006104,17.7217391967773,14,2,0,0,8,2.95900011062622,0.26800000667572,0,0,0,2.277,2.959,0.441,18.214,0.832,1.494,0.434,6.656,0,0,0,0,0,0,0,0
"77",2014-04-12,23.7267875671387,23.7267875671387,23.7267875671387,NA,12,19.4801391601562,21.1370765686035,22.7684173583984,21.087194442749,15,2,0,0,37,0.0529999993741512,0.159999996423721,0,0,0,2.272,3.27,0.446,84.05,0.817,1.895,0.472,30.245,0,0,0,0,0,0,0,0
"78",2014-04-13,23.5253295898438,23.5253295898438,23.5253295898438,NA,12,19.4721729278564,21.1097503662109,22.7305992126465,21.0631977081299,15,2,0,0,37,0.0529999993741512,0.159999996423721,0,0,0,2.272,3.27,0.446,84.05,0.817,1.895,0.472,30.245,0,0,0,0,0,0,0,0
"79",2014-04-14,23.408447265625,23.408447265625,23.408447265625,NA,12,19.4659641265869,21.0779621124268,22.6896755218506,21.0367458343506,15,2,0,0,37,0.0529999993741512,0.159999996423721,0,0,0,2.272,3.27,0.446,84.05,0.817,1.895,0.472,30.245,0,0,0,0,0,0,0,0
"80",2014-04-15,23.3997974395752,23.3997974395752,23.3997974395752,NA,12,19.4547328948975,21.0426067352295,22.63815574646,21.0022064208984,15,2,0,0,37,0.0529999993741512,0.159999996423721,0,0,0,2.272,3.27,0.446,84.05,0.817,1.895,0.472,30.245,0,0,0,0,0,0,0,0
"81",2014-04-16,23.3236103057861,23.3236103057861,23.3236103057861,NA,12,19.4391788482666,21.0066783905029,22.5892673492432,20.9698413848877,15,2,0,0,37,0.0529999993741512,0.159999996423721,0,0,0,2.272,3.27,0.446,84.05,0.817,1.895,0.472,30.245,0,0,0,0,0,0,0,0
"82",2014-04-17,23.1748905181885,23.1748905181885,23.1748905181885,NA,12,19.4225597381592,20.9664512634277,22.5239864349365,20.9324104309082,15,2,0,0,37,0.0529999993741512,0.159999996423721,0,0,0,2.272,3.27,0.446,84.05,0.817,1.895,0.472,30.245,0,0,0,0,0,0,0,0
"83",2014-04-18,22.903995513916,22.903995513916,22.903995513916,NA,12,19.402995300293,20.9298145294189,22.4669635772705,20.896484375,15,2,0,0,37,0.0529999993741512,0.159999996423721,0,0,0,2.272,3.27,0.446,84.05,0.817,1.895,0.472,30.245,0,0,0,0,0,0,0,0
"84",2014-04-19,22.9215965270996,22.9215965270996,22.9215965270996,NA,12,19.384663772583,20.891873550415,22.408882522583,20.8618186950684,15,2,0,0,37,0.0529999993741512,0.159999996423721,0,0,0,2.272,3.27,0.446,84.05,0.817,1.895,0.472,30.245,0,0,0,0,0,0,0,0
"85",2014-04-20,22.6087341308594,22.6087341308594,22.6087341308594,NA,12,19.3658336639404,20.8555328369141,22.3558906555176,20.8291759490967,15,2,0,0,37,0.0529999993741512,0.159999996423721,0,0,0,2.272,3.27,0.446,84.05,0.817,1.895,0.472,30.245,0,0,0,0,0,0,0,0
"86",2014-04-21,22.5300102233887,22.5300102233887,22.5300102233887,NA,12,19.3486881256104,20.8221420288086,22.2973972320557,20.7942035675049,15,2,0,0,37,0.0529999993741512,0.159999996423721,0,0,0,2.272,3.27,0.446,84.05,0.817,1.895,0.472,30.245,0,0,0,0,0,0,0,0
"87",2014-04-22,22.7253875732422,22.7253875732422,22.7253875732422,NA,12,19.3292678833008,20.7882389068604,22.2474842071533,20.7615135192871,15,2,0,0,37,0.0529999993741512,0.159999996423721,0,0,0,2.272,3.27,0.446,84.05,0.817,1.895,0.472,30.245,0,0,0,0,0,0,0,0
"88",2014-04-23,22.6131954193115,22.6131954193115,22.6131954193115,NA,12,19.3086944580078,20.7543075561523,22.2011306762695,20.7294486999512,15,2,0,0,37,0.0529999993741512,0.159999996423721,0,0,0,2.272,3.27,0.446,84.05,0.817,1.895,0.472,30.245,0,0,0,0,0,0,0,0
"89",2014-04-24,22.4871921539307,22.4871921539307,22.4871921539307,NA,12,19.2888877868652,20.7188785552979,22.15837059021,20.6993221282959,15,2,0,0,37,0.0529999993741512,0.159999996423721,0,0,0,2.272,3.27,0.446,84.05,0.817,1.895,0.472,30.245,0,0,0,0,0,0,0,0
"90",2014-04-25,22.4342555999756,22.4342555999756,22.4342555999756,NA,12,19.2700511932373,20.6830551147461,22.1306526184082,20.6719398498535,15,2,0,0,37,0.0529999993741512,0.159999996423721,0,0,0,2.272,3.27,0.446,84.05,0.817,1.895,0.472,30.245,0,0,0,0,0,0,0,0
"91",2014-04-26,22.2252426147461,22.2252426147461,22.2252426147461,NA,12,19.2546360015869,20.6479671478271,22.089429473877,20.6458396911621,15,2,0,0,37,0.0529999993741512,0.159999996423721,0,0,0,2.272,3.27,0.446,84.05,0.817,1.895,0.472,30.245,0,0,0,0,0,0,0,0
"92",2014-04-27,21.9302005767822,21.9302005767822,NA,NA,12,19.2371726989746,20.613277053833,22.0628608703613,20.6227962493896,15,2,0,0,37,0.0529999993741512,0.159999996423721,0,0,0,2.272,3.27,0.446,84.05,0.817,1.895,0.472,30.245,0,0,0,0,0,0,0,0
"93",2014-04-28,22.9708690643311,22.9708690643311,22.9708690643311,NA,12,19.2191764831543,20.5811115264893,22.0252113342285,20.5952903747559,15,2,0,0,37,0.0529999993741512,0.159999996423721,0,0,0,2.272,3.27,0.446,84.05,0.817,1.895,0.472,30.245,0,0,0,0,0,0,0,0
"94",2014-04-29,NA,22.8845119476318,22.8845119476318,NA,12,19.2024383544922,20.5504676818848,21.9839138031006,20.5677101135254,15,2,0,0,37,0.0529999993741512,0.159999996423721,0,0,0,2.272,3.27,0.446,84.05,0.817,1.895,0.472,30.245,0,0,0,0,0,0,0,0
"95",2014-04-30,22.7981548309326,22.7981548309326,22.7981548309326,NA,12,19.1843978881836,20.5180641174316,21.9481788635254,20.5414115905762,15,2,0,0,37,0.0529999993741512,0.159999996423721,0,0,0,2.272,3.27,0.446,84.05,0.817,1.895,0.472,30.245,0,0,0,0,0,0,0,0
"96",2014-05-01,23.1069622039795,23.1069622039795,23.1069622039795,NA,12,19.1661651611328,20.4857872009277,21.9097579956055,20.5144309997559,15,2,0,0,37,0.0529999993741512,0.159999996423721,0,0,0,2.272,3.27,0.446,84.05,0.817,1.895,0.472,30.245,0,0,0,0,0,0,0,0
"97",2014-05-02,23.1613483428955,23.1613483428955,23.1613483428955,NA,12,19.1469532012939,20.4556480407715,21.8829441070557,20.4930507659912,15,2,0,0,37,0.0529999993741512,0.159999996423721,0,0,0,2.272,3.27,0.446,84.05,0.817,1.895,0.472,30.245,0,0,0,0,0,0,0,0
"98",2014-05-03,22.7199649810791,22.7199649810791,22.7199649810791,NA,12,19.1237201690674,20.4285079956055,21.8456726074219,20.464958190918,15,2,0,0,37,0.0529999993741512,0.159999996423721,0,0,0,2.272,3.27,0.446,84.05,0.817,1.895,0.472,30.245,0,0,0,0,0,0,0,0
"99",2014-05-04,22.3470344543457,22.3470344543457,22.3470344543457,NA,12,19.097131729126,20.4077373504639,21.8148891448975,20.4392425537109,15,2,0,0,37,0.0529999993741512,0.159999996423721,0,0,0,2.272,3.27,0.446,84.05,0.817,1.895,0.472,30.245,0,0,0,0,0,0,0,0
"100",2014-05-05,22.6178646087646,22.6178646087646,22.6178646087646,NA,12,19.0685695648193,20.3804466247559,21.7859802246094,20.4106086730957,15,2,0,0,37,0.0529999993741512,0.159999996423721,0,0,0,2.272,3.27,0.446,84.05,0.817,1.895,0.472,30.245,0,0,0,0,0,0,0,0
"101",2014-05-06,22.9321937561035,22.9321937561035,22.9321937561035,NA,12,19.0420433044434,20.3567531585693,21.75172996521,20.3794532775879,15,2,0,0,37,0.0529999993741512,0.159999996423721,0,0,0,2.272,3.27,0.446,84.05,0.817,1.895,0.472,30.245,0,0,0,0,0,0,0,0
"102",2014-05-07,23.6155834197998,23.6155834197998,23.6155834197998,NA,12,19.0150104522705,20.3254589080811,21.7200885772705,20.3455509185791,15,2,0,0,37,0.0529999993741512,0.159999996423721,0,0,0,2.272,3.27,0.446,84.05,0.817,1.895,0.472,30.245,0,0,0,0,0,0,0,0
"103",2014-05-08,23.4777603149414,23.4777603149414,23.4777603149414,NA,12,18.9892604827881,20.2921661376953,21.6747493743896,20.3069664001465,15,2,0,0,37,0.0529999993741512,0.159999996423721,0,0,0,2.272,3.27,0.446,84.05,0.817,1.895,0.472,30.245,0,0,0,0,0,0,0,0
"104",2014-05-09,23.3152046203613,23.3152046203613,23.3152046203613,NA,12,18.964822769165,20.2555320739746,21.642427444458,20.2714252471924,15,2,0,0,37,0.0529999993741512,0.159999996423721,0,0,0,2.272,3.27,0.446,84.05,0.817,1.895,0.472,30.245,0,0,0,0,0,0,0,0
"105",2014-05-10,23.2090530395508,23.2090530395508,23.2090530395508,NA,12,18.9405666351318,20.2116184234619,21.6049613952637,20.236141204834,15,2,0,0,37,0.0529999993741512,0.159999996423721,0,0,0,2.272,3.27,0.446,84.05,0.817,1.895,0.472,30.245,0,0,0,0,0,0,0,0
"106",2014-05-11,22.6315307617188,22.6315307617188,22.6315307617188,NA,12,18.9161491394043,20.1711441040039,21.5768089294434,20.2040229797363,15,2,0,0,37,0.0529999993741512,0.159999996423721,0,0,0,2.272,3.27,0.446,84.05,0.817,1.895,0.472,30.245,0,0,0,0,0,0,0,0
"107",2014-05-12,22.8015975952148,22.8015975952148,22.8015975952148,NA,12,18.889822769165,20.1307327270508,21.5380302429199,20.1677963256836,15,2,0,0,37,0.0529999993741512,0.159999996423721,0,0,0,2.272,3.27,0.446,84.05,0.817,1.895,0.472,30.245,0,0,0,0,0,0,0,0
"108",2014-05-13,22.7558879852295,22.7558879852295,22.7558879852295,NA,12,18.8625701904297,20.093798828125,21.5095027923584,20.1331260681152,15,2,0,0,37,0.0529999993741512,0.159999996423721,0,0,0,2.272,3.27,0.446,84.05,0.817,1.895,0.472,30.245,0,0,0,0,0,0,0,0
"109",2014-05-14,22.653621673584,22.653621673584,22.653621673584,NA,12,18.8325061798096,20.0541557312012,21.4747116088867,20.0958641052246,15,2,0,0,37,0.0529999993741512,0.159999996423721,0,0,0,2.272,3.27,0.446,84.05,0.817,1.895,0.472,30.245,0,0,0,0,0,0,0,0
"110",2014-05-15,22.351900100708,22.351900100708,22.351900100708,NA,12,18.799702835083,20.0152618408203,21.4336673736572,20.0568214416504,15,2,0,0,37,0.0529999993741512,0.159999996423721,0,0,0,2.272,3.27,0.446,84.05,0.817,1.895,0.472,30.245,0,0,0,0,0,0,0,0
"111",2014-05-16,22.1530532836914,22.1530532836914,22.1530532836914,NA,12,18.7648960113525,19.9793491363525,21.4003936767578,20.0202835083008,15,2,0,0,37,0.0529999993741512,0.159999996423721,0,0,0,2.272,3.27,0.446,84.05,0.817,1.895,0.472,30.245,0,0,0,0,0,0,0,0
"112",2014-05-17,21.7178649902344,21.7178649902344,21.7178649902344,NA,12,18.7266944885254,19.9420787811279,21.3568344116211,19.9786808013916,15,2,0,0,37,0.0529999993741512,0.159999996423721,0,0,0,2.272,3.27,0.446,84.05,0.817,1.895,0.472,30.245,0,0,0,0,0,0,0,0
"113",2014-05-18,21.6582775115967,21.6582775115967,21.6582775115967,NA,12,18.6865036010742,19.9043804168701,21.3339931488037,19.9417762756348,15,2,0,0,37,0.0529999993741512,0.159999996423721,0,0,0,2.272,3.27,0.446,84.05,0.817,1.895,0.472,30.245,0,0,0,0,0,0,0,0
"114",2015-08-31,18.4358520507812,18.4358520507812,18.4358520507812,NA,12,15.7997747421265,16.9089500427246,18.2316055297852,16.959300994873,21,2,0,0,50,0.241999998688698,0.0590000003576279,0,0,0,2.365,3.557,0.595,118.244,1.008,2.352,0.559,50.42,0,0,0,0,0,0,0,0
"115",2015-09-01,18.3921051025391,18.3921051025391,18.3921051025391,NA,12,15.8073852539063,16.9183116912842,18.2174179077148,16.9608695983887,21,2,0,0,50,0.241999998688698,0.0590000003576279,0,0,0,2.365,3.557,0.595,118.244,1.008,2.352,0.559,50.42,0,0,0,0,0,0,0,0
"116",2015-09-02,18.6550312042236,18.6550312042236,18.6550312042236,NA,12,15.8141317367554,16.9257678985596,18.204280090332,16.9621509552002,21,2,0,0,50,0.241999998688698,0.0590000003576279,0,0,0,2.365,3.557,0.595,118.244,1.008,2.352,0.559,50.42,0,0,0,0,0,0,0,0
"117",2015-09-03,18.7759666442871,18.7759666442871,18.7759666442871,NA,12,15.8205039978027,16.9308464050293,18.1942481994629,16.9629180908203,21,2,0,0,50,0.241999998688698,0.0590000003576279,0,0,0,2.365,3.557,0.595,118.244,1.008,2.352,0.559,50.42,0,0,0,0,0,0,0,0
"118",2015-09-04,18.2574443817139,18.2574443817139,18.2574443817139,NA,12,15.8258779525757,16.9357204437256,18.1863025665283,16.9643394470215,21,2,0,0,50,0.241999998688698,0.0590000003576279,0,0,0,2.365,3.557,0.595,118.244,1.008,2.352,0.559,50.42,0,0,0,0,0,0,0,0
"119",2015-09-05,18.2428684234619,18.2428684234619,18.2428684234619,NA,12,15.8322708129883,16.9384853363037,18.1841979980469,16.9673797607422,21,2,0,0,50,0.241999998688698,0.0590000003576279,0,0,0,2.365,3.557,0.595,118.244,1.008,2.352,0.559,50.42,0,0,0,0,0,0,0,0
"120",2015-09-06,18.1775665283203,18.1775665283203,18.1775665283203,NA,12,15.8364931106567,16.940979385376,18.1756462097168,16.9676971435547,21,2,0,0,50,0.241999998688698,0.0590000003576279,0,0,0,2.365,3.557,0.595,118.244,1.008,2.352,0.559,50.42,0,0,0,0,0,0,0,0
"121",2015-09-07,NA,18.4008445739746,18.4008445739746,NA,12,15.8397899627686,16.9418033599854,18.169702911377,16.9679790496826,21,2,0,0,50,0.241999998688698,0.0590000003576279,0,0,0,2.365,3.557,0.595,118.244,1.008,2.352,0.559,50.42,0,0,0,0,0,0,0,0
"122",2015-09-08,18.6241207122803,18.6241207122803,18.6241207122803,NA,12,15.8428421020508,16.9404354095459,18.1700954437256,16.9684185028076,21,2,0,0,50,0.241999998688698,0.0590000003576279,0,0,0,2.365,3.557,0.595,118.244,1.008,2.352,0.559,50.42,0,0,0,0,0,0,0,0
"123",2015-09-09,19.3063850402832,19.3063850402832,19.3063850402832,NA,12,15.8458757400513,16.9400314331055,18.1732597351074,16.970276260376,21,2,0,0,50,0.241999998688698,0.0590000003576279,0,0,0,2.365,3.557,0.595,118.244,1.008,2.352,0.559,50.42,0,0,0,0,0,0,0,0
"124",2015-09-10,20.5311851501465,20.5311851501465,20.5311851501465,NA,12,15.8490018844604,16.9391910552979,18.1795257568359,16.974095916748,21,2,0,0,50,0.241999998688698,0.0590000003576279,0,0,0,2.365,3.557,0.595,118.244,1.008,2.352,0.559,50.42,0,0,0,0,0,0,0,0
"125",2015-09-11,20.2165470123291,20.2165470123291,20.2165470123291,NA,12,15.8512849807739,16.9401748657227,18.1850666046143,16.9764324188232,21,2,0,0,50,0.241999998688698,0.0590000003576279,0,0,0,2.365,3.557,0.595,118.244,1.008,2.352,0.559,50.42,0,0,0,0,0,0,0,0
"126",2015-09-12,19.9741134643555,19.9741134643555,19.9741134643555,NA,12,15.8517278671265,16.9402656555176,18.1850177764893,16.9747898101807,21,2,0,0,50,0.241999998688698,0.0590000003576279,0,0,0,2.365,3.557,0.595,118.244,1.008,2.352,0.559,50.42,0,0,0,0,0,0,0,0
"127",2015-09-13,19.499547958374,19.499547958374,19.499547958374,NA,12,15.8504697799683,16.9370445251465,18.1992980957031,16.9788162231445,21,2,0,0,50,0.241999998688698,0.0590000003576279,0,0,0,2.365,3.557,0.595,118.244,1.008,2.352,0.559,50.42,0,0,0,0,0,0,0,0
"128",2015-09-14,19.6948928833008,19.6948928833008,19.6948928833008,NA,12,15.8474540710449,16.9398086547852,18.2195201873779,16.9839050292969,21,2,0,0,50,0.241999998688698,0.0590000003576279,0,0,0,2.365,3.557,0.595,118.244,1.008,2.352,0.559,50.42,0,0,0,0,0,0,0,0
"129",2015-09-15,19.0632057189941,19.0632057189941,19.0632057189941,NA,12,15.8447301864624,16.9423404693604,18.2457572937012,16.9943393707275,21,2,0,0,50,0.241999998688698,0.0590000003576279,0,0,0,2.365,3.557,0.595,118.244,1.008,2.352,0.559,50.42,0,0,0,0,0,0,0,0
"130",2015-09-16,18.7276954650879,18.7276954650879,18.7276954650879,NA,12,15.8436862945557,16.9504375457764,18.267163848877,17.0055934906006,21,2,0,0,50,0.241999998688698,0.0590000003576279,0,0,0,2.365,3.557,0.595,118.244,1.008,2.352,0.559,50.42,0,0,0,0,0,0,0,0
"131",2015-09-17,18.7212200164795,18.7212200164795,18.7212200164795,NA,12,15.8380773544312,16.9610908508301,18.2858615875244,17.0130191802979,21,2,0,0,50,0.241999998688698,0.0590000003576279,0,0,0,2.365,3.557,0.595,118.244,1.008,2.352,0.559,50.42,0,0,0,0,0,0,0,0
"132",2015-09-18,19.0166969299316,19.0166969299316,19.0166969299316,NA,12,15.8335561752319,16.9659446716309,18.3061431884766,17.0209278106689,21,2,0,0,50,0.241999998688698,0.0590000003576279,0,0,0,2.365,3.557,0.595,118.244,1.008,2.352,0.559,50.42,0,0,0,0,0,0,0,0
"133",2015-09-19,18.8184719085693,18.8184719085693,18.8184719085693,NA,12,15.8263744354248,16.9718711853027,18.3168045043945,17.0286846160889,21,2,0,0,50,0.241999998688698,0.0590000003576279,0,0,0,2.365,3.557,0.595,118.244,1.008,2.352,0.559,50.42,0,0,0,0,0,0,0,0
"134",2015-09-20,19.2610511779785,19.2610511779785,19.2610511779785,NA,12,15.8187166213989,16.9793922424316,18.3256359100342,17.0361789703369,21,2,0,0,50,0.241999998688698,0.0590000003576279,0,0,0,2.365,3.557,0.595,118.244,1.008,2.352,0.559,50.42,0,0,0,0,0,0,0,0
"135",2015-09-21,19.2472534179688,19.2472534179688,19.2472534179688,NA,12,15.8123649597168,16.9876815795898,18.3339134216309,17.0423690795898,21,2,0,0,50,0.241999998688698,0.0590000003576279,0,0,0,2.365,3.557,0.595,118.244,1.008,2.352,0.559,50.42,0,0,0,0,0,0,0,0
"136",2015-09-22,19.8161163330078,19.8161163330078,19.8161163330078,NA,12,15.8066017150879,16.9958511352539,18.3494041442871,17.0505493164063,21,2,0,0,50,0.241999998688698,0.0590000003576279,0,0,0,2.365,3.557,0.595,118.244,1.008,2.352,0.559,50.42,0,0,0,0,0,0,0,0
"137",2015-09-23,19.8876762390137,19.8876762390137,19.8876762390137,NA,12,15.8003475189209,17.0041648864746,18.3762817382812,17.0619922637939,21,2,0,0,50,0.241999998688698,0.0590000003576279,0,0,0,2.365,3.557,0.595,118.244,1.008,2.352,0.559,50.42,0,0,0,0,0,0,0,0
"138",2015-09-24,20.0588665008545,20.0588665008545,20.0588665008545,NA,12,15.7951959609985,17.0135936737061,18.3967140197754,17.0716293334961,21,2,0,0,50,0.241999998688698,0.0590000003576279,0,0,0,2.365,3.557,0.595,118.244,1.008,2.352,0.559,50.42,0,0,0,0,0,0,0,0
"139",2015-09-25,20.088903427124,20.088903427124,20.088903427124,NA,12,15.7886423110962,17.0216983795166,18.4334823608398,17.084464263916,21,2,0,0,50,0.241999998688698,0.0590000003576279,0,0,0,2.365,3.557,0.595,118.244,1.008,2.352,0.559,50.42,0,0,0,0,0,0,0,0
"140",2015-09-26,20.0527000427246,20.0527000427246,20.0527000427246,NA,12,15.7819055557251,17.0295280456543,18.4600280761719,17.0942581176758,21,2,0,0,50,0.241999998688698,0.0590000003576279,0,0,0,2.365,3.557,0.595,118.244,1.008,2.352,0.559,50.42,0,0,0,0,0,0,0,0
"141",2015-09-27,19.984712600708,19.984712600708,19.984712600708,NA,12,15.7750249862671,17.0349716186523,18.4872547149658,17.1051486968994,21,2,0,0,50,0.241999998688698,0.0590000003576279,0,0,0,2.365,3.557,0.595,118.244,1.008,2.352,0.559,50.42,0,0,0,0,0,0,0,0
"142",2015-09-28,19.9317188262939,19.9317188262939,19.9317188262939,NA,12,15.7747119903564,17.0414249420166,18.5141845703125,17.1165706634521,21,2,0,0,50,0.241999998688698,0.0590000003576279,0,0,0,2.365,3.557,0.595,118.244,1.008,2.352,0.559,50.42,0,0,0,0,0,0,0,0
"143",2015-09-29,19.9188270568848,19.9188270568848,19.9188270568848,NA,12,15.7802772521973,17.0501796722412,18.541926574707,17.1328659057617,21,2,0,0,50,0.241999998688698,0.0590000003576279,0,0,0,2.365,3.557,0.595,118.244,1.008,2.352,0.559,50.42,0,0,0,0,0,0,0,0
"144",2015-09-30,19.8266773223877,19.8266773223877,19.8266773223877,NA,12,15.7867786407471,17.063969039917,18.5779792785645,17.1511566162109,21,2,0,0,50,0.241999998688698,0.0590000003576279,0,0,0,2.365,3.557,0.595,118.244,1.008,2.352,0.559,50.42,0,0,0,0,0,0,0,0
"145",2015-10-01,19.9000205993652,19.9000205993652,19.9000205993652,NA,12,15.7961709976196,17.0774250030518,18.6136363983154,17.1699024200439,21,2,0,0,50,0.241999998688698,0.0590000003576279,0,0,0,2.365,3.557,0.595,118.244,1.008,2.352,0.559,50.42,0,0,0,0,0,0,0,0
"146",2015-10-02,19.7722759246826,19.7722759246826,19.7722759246826,NA,12,15.8051784515381,17.0909019470215,18.6490673065186,17.1874652862549,21,2,0,0,50,0.241999998688698,0.0590000003576279,0,0,0,2.365,3.557,0.595,118.244,1.008,2.352,0.559,50.42,0,0,0,0,0,0,0,0
"147",2015-10-03,19.6190738677979,19.6190738677979,19.6190738677979,NA,12,15.8150144577026,17.1025936126709,18.6827564239502,17.2052936553955,21,2,0,0,50,0.241999998688698,0.0590000003576279,0,0,0,2.365,3.557,0.595,118.244,1.008,2.352,0.559,50.42,0,0,0,0,0,0,0,0
"148",2015-10-04,19.57541847229,19.57541847229,19.57541847229,NA,12,15.8257570266724,17.1170398712158,18.7106700897217,17.2234104156494,21,2,0,0,50,0.241999998688698,0.0590000003576279,0,0,0,2.365,3.557,0.595,118.244,1.008,2.352,0.559,50.42,0,0,0,0,0,0,0,0
"149",2015-10-05,19.5908069610596,19.5908069610596,19.5908069610596,NA,12,15.836646270752,17.1305877685547,18.7381767272949,17.2416248321533,21,2,0,0,50,0.241999998688698,0.0590000003576279,0,0,0,2.365,3.557,0.595,118.244,1.008,2.352,0.559,50.42,0,0,0,0,0,0,0,0
"150",2015-10-06,NA,20.1109046936035,20.1109046936035,NA,12,15.8503143310547,17.1454479217529,18.7636451721191,17.26247215271,21,2,0,0,50,0.241999998688698,0.0590000003576279,0,0,0,2.365,3.557,0.595,118.244,1.008,2.352,0.559,50.42,0,0,0,0,0,0,0,0
"151",2015-10-07,20.6310005187988,20.6310005187988,20.6310005187988,NA,12,15.8654777526855,17.1648803710938,18.7977172851562,17.2862957000732,21,2,0,0,50,0.241999998688698,0.0590000003576279,0,0,0,2.365,3.557,0.595,118.244,1.008,2.352,0.559,50.42,0,0,0,0,0,0,0,0
"152",2015-10-08,20.6206302642822,20.6206302642822,20.6206302642822,NA,12,15.8842445373535,17.1867530822754,18.8347286224365,17.3134693145752,21,2,0,0,50,0.241999998688698,0.0590000003576279,0,0,0,2.365,3.557,0.595,118.244,1.008,2.352,0.559,50.42,0,0,0,0,0,0,0,0
"153",2015-10-09,20.2990875244141,20.2990875244141,20.2990875244141,NA,12,15.9052520751953,17.2152042388916,18.8642505645752,17.3411643981934,21,2,0,0,50,0.241999998688698,0.0590000003576279,0,0,0,2.365,3.557,0.595,118.244,1.008,2.352,0.559,50.42,0,0,0,0,0,0,0,0
"154",2015-10-10,19.9631996154785,19.9631996154785,19.9631996154785,NA,12,15.9248863220215,17.2444206237793,18.8849353790283,17.3655014038086,21,2,0,0,50,0.241999998688698,0.0590000003576279,0,0,0,2.365,3.557,0.595,118.244,1.008,2.352,0.559,50.42,0,0,0,0,0,0,0,0
"155",2015-10-11,20.0598049163818,20.0598049163818,20.0598049163818,NA,12,15.9457571029663,17.2720321655273,18.902836227417,17.3893566131592,21,2,0,0,50,0.241999998688698,0.0590000003576279,0,0,0,2.365,3.557,0.595,118.244,1.008,2.352,0.559,50.42,0,0,0,0,0,0,0,0
"156",2015-10-12,20.3381633758545,20.3381633758545,20.3381633758545,NA,12,15.9674434661865,17.299068069458,18.9203022003174,17.4134944915771,21,2,0,0,50,0.241999998688698,0.0590000003576279,0,0,0,2.365,3.557,0.595,118.244,1.008,2.352,0.559,50.42,0,0,0,0,0,0,0,0
"157",2015-10-13,19.9638500213623,19.9638500213623,19.9638500213623,NA,12,15.9915231704712,17.3256874084473,18.9464706420898,17.4421821594238,21,2,0,0,50,0.241999998688698,0.0590000003576279,0,0,0,2.365,3.557,0.595,118.244,1.008,2.352,0.559,50.42,0,0,0,0,0,0,0,0
"158",2015-10-14,NA,19.7409820556641,19.7409820556641,NA,12,16.0177465438843,17.3540554046631,18.96282081604,17.4680294036865,21,2,0,0,50,0.241999998688698,0.0590000003576279,0,0,0,2.365,3.557,0.595,118.244,1.008,2.352,0.559,50.42,0,0,0,0,0,0,0,0
"159",2015-10-15,NA,19.5181140899658,19.5181140899658,NA,12,16.04958152771,17.3815628051758,18.9821102142334,17.4983779907227,21,2,0,0,50,0.241999998688698,0.0590000003576279,0,0,0,2.365,3.557,0.595,118.244,1.008,2.352,0.559,50.42,0,0,0,0,0,0,0,0
"160",2015-10-16,19.2952461242676,19.2952461242676,19.2952461242676,NA,12,16.0777475357056,17.4149089813232,18.9975219726563,17.5239677429199,21,2,0,0,50,0.241999998688698,0.0590000003576279,0,0,0,2.365,3.557,0.595,118.244,1.008,2.352,0.559,50.42,0,0,0,0,0,0,0,0
"161",2015-10-17,19.7984046936035,19.7984046936035,19.7984046936035,NA,12,16.1036502838135,17.4448524475098,19.0137588500977,17.5488502502441,21,2,0,0,50,0.241999998688698,0.0590000003576279,0,0,0,2.365,3.557,0.595,118.244,1.008,2.352,0.559,50.42,0,0,0,0,0,0,0,0
"162",2015-10-18,19.9127960205078,19.9127960205078,19.9127960205078,NA,12,16.1303480148315,17.4726348876953,19.0262516021729,17.5724620819092,21,2,0,0,50,0.241999998688698,0.0590000003576279,0,0,0,2.365,3.557,0.595,118.244,1.008,2.352,0.559,50.42,0,0,0,0,0,0,0,0
