"","TIME","TEMP_2m","TEMP_21m","PER90_2m","PER90_21m"
"1",2015-12-28 12:00:00,18.6366672515869,17.0090103149414,16.9644470214844,16.0265064239502
"2",2015-12-29 12:00:00,17.8537502288818,16.2685127258301,17.0301036834717,16.0778045654297
"3",2015-12-30 12:00:00,18.3299999237061,17.3239860534668,17.0659332275391,16.1514129638672
"4",2015-12-31 12:00:00,18.3474998474121,16.6939010620117,17.1214389801025,16.2101917266846
"5",2016-01-01 12:00:00,19.1054172515869,17.8620414733887,17.1559715270996,16.2873954772949
"6",2016-01-02 12:00:00,18.8325004577637,17.7242641448975,17.1813793182373,16.3406600952148
"7",2016-01-03 12:00:00,18.5941677093506,16.9906673431396,17.246976852417,16.4078578948975
"8",2016-01-04 12:00:00,18.6554164886475,18.1632957458496,17.2799243927002,16.4805374145508
"9",2016-01-05 12:00:00,18.8516674041748,18.6668663024902,17.2966079711914,16.5231609344482
"10",2016-01-06 12:00:00,18.8099994659424,18.6315097808838,17.3258895874023,16.5655727386475
"11",2016-01-07 12:00:00,18.3549995422363,17.4759044647217,17.3772048950195,16.6350784301758
"12",2016-01-08 12:00:00,18.7049999237061,18.1080493927002,17.4286651611328,16.7091655731201
"13",2016-01-09 12:00:00,19.2266674041748,18.9631481170654,17.5020866394043,16.7872409820557
"14",2016-01-10 12:00:00,18.780834197998,17.8464164733887,17.5782814025879,16.848560333252
"15",2016-01-11 12:00:00,18.4454174041748,17.7466869354248,17.6449108123779,16.9221630096436
"16",2016-01-12 12:00:00,18.8958339691162,17.8746547698975,17.6898422241211,16.9819965362549
"17",2016-01-13 12:00:00,18.0945835113525,17.5559024810791,17.7211532592773,17.0543575286865
"18",2016-01-14 12:00:00,17.8783340454102,17.7164497375488,17.7365970611572,17.122522354126
"19",2016-01-15 12:00:00,17.8433322906494,17.6728515625,17.7673892974854,17.1704006195068
"20",2016-01-16 12:00:00,18.2679176330566,17.8027801513672,17.8172988891602,17.2187843322754
"21",2016-01-17 12:00:00,19.2837505340576,19.0980796813965,17.8764495849609,17.2759170532227
"22",2016-01-18 12:00:00,19.6012496948242,18.9811573028564,17.9358062744141,17.3147029876709
"23",2016-01-19 12:00:00,19.2866668701172,18.3774452209473,17.9667644500732,17.360200881958
"24",2016-01-20 12:00:00,19.124584197998,18.6385307312012,18.0057468414307,17.4046936035156
"25",2016-01-21 12:00:00,19.5349998474121,19.0849437713623,18.0638370513916,17.4614181518555
"26",2016-01-22 12:00:00,19.5475006103516,18.8724689483643,18.1059284210205,17.5146465301514
"27",2016-01-23 12:00:00,19.7308330535889,19.3675193786621,18.1711750030518,17.5737991333008
"28",2016-01-24 12:00:00,19.6191673278809,19.4509029388428,18.2437686920166,17.6276626586914
"29",2016-01-25 12:00:00,19.4495830535889,19.405216217041,18.2963371276855,17.6953144073486
"30",2016-01-26 12:00:00,19.1420841217041,19.0254898071289,18.3811187744141,17.7446117401123
"31",2016-01-27 12:00:00,19.1637496948242,19.1342658996582,18.459056854248,17.8068962097168
"32",2016-01-28 12:00:00,18.9016666412354,18.8401527404785,18.5278072357178,17.8495121002197
"33",2016-01-29 12:00:00,18.7579174041748,18.538215637207,18.5527839660645,17.9198322296143
"34",2016-01-30 12:00:00,18.5849990844727,18.2250957489014,18.5887851715088,17.9586315155029
"35",2016-01-31 12:00:00,19.0324993133545,18.4222660064697,18.6150970458984,17.9818553924561
"36",2016-02-01 12:00:00,20.0329170227051,18.734691619873,18.6199951171875,17.986198425293
"37",2016-02-02 12:00:00,19.8670825958252,18.6901245117188,18.6340751647949,18.004430770874
"38",2016-02-03 12:00:00,19.3370838165283,18.5991611480713,18.6403694152832,18.0168876647949
"39",2016-02-04 12:00:00,19.8000011444092,19.4058284759521,18.6525554656982,18.0357227325439
"40",2016-02-05 12:00:00,19.8216667175293,18.8409557342529,18.6635818481445,18.0553531646729
"41",2016-02-06 12:00:00,19.750415802002,18.5517292022705,18.6803436279297,18.0608558654785
"42",2016-02-07 12:00:00,20.0962505340576,18.7952308654785,18.6777057647705,18.0654907226562
"43",2016-02-08 12:00:00,20.4665222167969,19.295919418335,18.6958465576172,18.0726470947266
"44",2016-02-09 12:00:00,20.1316661834717,18.5372314453125,18.7056179046631,18.0831871032715
"45",2016-02-10 12:00:00,20.1159000396729,19.342399597168,18.7039947509766,18.074369430542
"46",2016-02-11 12:00:00,20.6858329772949,20.0393466949463,18.7233142852783,18.0946617126465
"47",2016-02-12 12:00:00,20.6308326721191,20.1916065216064,18.7419452667236,18.1277809143066
"48",2016-02-13 12:00:00,20.4108333587646,19.6462917327881,18.7538738250732,18.1341514587402
"49",2016-02-14 12:00:00,20.2733325958252,20.3442707061768,18.8015632629395,18.155834197998
"50",2016-02-15 12:00:00,19.6333332061768,19.7833118438721,18.8377914428711,18.1952247619629
"51",2016-02-16 12:00:00,19.0541667938232,NA,18.8510971069336,18.2309074401855
"52",2016-02-17 12:00:00,19.1279163360596,19.0156764984131,18.8480281829834,18.2573852539062
"53",2016-02-18 12:00:00,19.1666660308838,19.0564289093018,18.8601760864258,18.2889385223389
